Query	Reference	Core	Accessory
1-0107P6C4	MFS-58-LR-Asm	0.00076025724	0.008382678
1-0107P6C4	MFS-60-LR-Asm	0.00068056583	0.00896275
1-0107P6C4	MT-0080-LR-Asm	0.00064247847	0.005680859
1-0107P6C4	MTB1	0.00071948767	0.005234897
1-0107P6C4	MTB2	0.0006840825	0.0098519325
1-0107P6C4	Maus3	0.0012313128	0.015397668
1-0107P6C4	Maus4	0.0012665987	0.015344083
1-0107P6C4	Mb3601	0.0013920665	0.019127011
1-0107P6C4	N0004-LR-Asm	0.00017625093	0.0053136945
1-0107P6C4	N0054-LR-Asm	0.00025218725	0.004168868
1-0107P6C4	N0069	0.0010364652	0.009691834
1-0107P6C4	N0072	0.00084608793	0.01154387
1-0107P6C4	N0091-LR-Asm	0.0012993813	0.0135855675
1-0107P6C4	N0145-LR-Asm	0.00074005127	0.009087086
1-0107P6C4	N0153-LR-Asm	0.0010697246	0.013404906
1-0107P6C4	N0155-LR-Asm	0.0007106662	0.009194434
1-0107P6C4	N0157	0.00086450577	0.017481983
1-0107P6C4	N1176-LR-Asm	0.0010800362	0.009160876
1-0107P6C4	N1177-LR-Asm	0.001362145	0.010938644
1-0107P6C4	N1201	0.0013536811	0.011612713
1-0107P6C4	N1202-LR-Asm	0.0013241768	0.010737598
1-0107P6C4	N1268	0.001057148	0.009687841
1-0107P6C4	N1272-LR-Asm	0.0010693073	0.010941744
1-0107P6C4	N1274-LR-Asm	0.00034600496	0.0018281341
1-0107P6C4	N1283	0.00078105927	0.005984366
1-0107P6C4	N3913	0.0011534691	0.0068715215
1-0107P6C4	NCGM946K2	0.0006762147	0.01576829
1-0107P6C4	OV254	0.0013212562	0.01639235
1-0107P6C4	OW052189-1	0.00066411495	0.010693431
1-0107P6C4	OW052302-1	0.00016242266	0.0035955906
1-0107P6C4	OW052570-1	0.00096046925	0.010485351
1-0107P6C4	OW052571-1	0.0006156564	0.0129516125
1-0107P6C4	Orygis	0.0014631748	0.024154186
1-0107P6C4	QC-1-LR-Asm	0.0006374717	0.011707306
1-0107P6C4	QC-10-LR-Asm	0.00062698126	0.009912133
1-0107P6C4	QC-3-LR-Asm	0.00026869774	0.0029199123
1-0107P6C4	QC-4-LR-Asm	0.0006803274	0.008244157
1-0107P6C4	QC-5-LR-Asm	0.000284791	0.0025002956
1-0107P6C4	QC-6-LR-Asm	0.0006375313	0.011949241
1-0107P6C4	QC-7-LR-Asm	0.0005773306	0.012855113
1-0107P6C4	QC-8-LR-Asm	0.000690639	0.008211315
1-0107P6C4	QC-9-LR-Asm	0.00026714802	0.003282249
1-0107P6C4	R15311-LR-Asm	0.0007211566	0.0071393847
1-0107P6C4	R18040-LR-Asm	0.00068873167	0.011134148
1-0107P6C4	R18043-LR-Asm	0.00068449974	0.011269152
1-0107P6C4	R20574-LR-Asm	0.0007081032	0.010389507
1-0107P6C4	R21408-LR-Asm	0.0006748438	0.011212409
1-0107P6C4	R21770-LR-Asm	0.0007007718	0.007553339
1-0107P6C4	R21839-LR-Asm	0.00069475174	0.008864164
1-0107P6C4	R21893-LR-Asm	0.0007292032	0.010509968
1-0107P6C4	R22601-LR-Asm	0.0006853342	0.011268139
1-0107P6C4	R23146-LR-Asm	0.00074887276	0.010145903
1-0107P6C4	R23887-LR-Asm	0.00090801716	0.012645841
1-0107P6C4	R24100-LR-Asm	0.00077933073	0.008277118
1-0107P6C4	R25048-LR-Asm	0.00082069635	0.008509517
1-0107P6C4	R26778-LR-Asm	0.00070506334	0.0108731985
1-0107P6C4	R26791-LR-Asm	0.00069099665	0.010690331
1-0107P6C4	R27252-LR-Asm	0.000780046	0.012733996
1-0107P6C4	R27657-LR-Asm	0.0007210374	0.00917089
1-0107P6C4	R27725-LR-Asm	0.0007073283	0.01038897
1-0107P6C4	R27937-LR-Asm	0.0006827116	0.011241317
1-0107P6C4	R28012-LR-Asm	0.0007184148	0.00918442
1-0107P6C4	R28703-LR-Asm	0.0007252693	0.009117305
1-0107P6C4	R28980-LR-Asm	0.00072038174	0.010463357
1-0107P6C4	R29816-LR-Asm	0.00073993206	0.008856177
1-0107P6C4	R30078-LR-Asm	0.0007261634	0.009064257
1-0107P6C4	R30215-LR-Asm	0.0007503629	0.008669317
1-0107P6C4	R30234-LR-Asm	0.0007363558	0.008984327
1-0107P6C4	R30396-LR-Asm	0.000710845	0.0070896745
1-0107P6C4	R30420-LR-Asm	0.00070893764	0.010307074
1-0107P6C4	R31095-LR-Asm	0.0007337928	0.008977532
1-0107P6C4	R32929-LR-Asm	0.0007458925	0.009496152
1-0107P6C4	R36431-LR-Asm	0.00072336197	0.008928955
1-0107P6C4	R37765-LR-Asm	0.0007337928	0.008620799
1-0107P6C4	RW-TB008-LR-Asm	0.00095671415	0.02333033
1-0107P6C4	SEA02010036	0.0007751584	0.007849276
1-0107P6C4	SEA06535P6C4	0.00069898367	0.007912278
1-0107P6C4	SEA07010354P6C4	0.00021004677	0.0011805296
1-0107P6C4	SEA07020250P6C4	0.00062960386	0.01169759
1-0107P6C4	SEA08151P6C4	0.00094628334	0.009656489
1-0107P6C4	SEA08162P6C4	0.00059109926	0.009760797
1-0107P6C4	SEA09020048P6C4	0.0006875992	0.008583963
1-0107P6C4	SEA11020038P6C4	0.0007625818	0.007571459
1-0107P6C4	SEA11020057P6C4	0.00065881014	0.009155214
1-0107P6C4	SEA11020068P6C4	0.0006529093	0.010062575
1-0107P6C4	SEA11020092P6C4	0.0007110834	0.009023964
1-0107P6C4	SEA11278P6C4	0.0010744929	0.008656502
1-0107P6C4	SEA12126P6C4	0.0009084344	0.012673259
1-0107P6C4	SEA12202P6C4	0.00093495846	0.01330018
1-0107P6C4	SEA12334P6C4	0.0008966327	0.014348447
1-0107P6C4	SEA13020298	0.00088369846	0.008012354
1-0107P6C4	SEA13111P6C4	0.0008149147	0.012618184
1-0107P6C4	SEA14117P6C4	0.0007606745	0.010040879
1-0107P6C4	SEA14318P6C4	0.0007805228	0.012088835
1-0107P6C4	SEA14333P6C4	0.0009714365	0.012841523
1-0107P6C4	SEA15228P6C4	0.0011381507	0.007986963
1-0107P6C4	SEA15229P6C4	0.0008329749	0.011099219
1-0107P6C4	SEA15230P6C4	0.0010174513	0.008592784
1-0107P6C4	SEA17020023P6C4	0.0009950995	0.011620343
1-0107P6C4	SEA17020024P6C4	0.0009839535	0.011896551
1-0107P6C4	SEA17020028	0.0007689595	0.007994413
1-0107P6C4	SEA17020030P6C4	0.0007356405	0.006809056
1-0107P6C4	SGF0232017	0.0007047057	0.010320485
1-0107P6C4	SGF0422017	0.00069254637	0.012781799
1-0107P6C4	SGF0472017	0.00072425604	0.009866536
1-0107P6C4	SGF0702019	0.00072199106	0.009863794
1-0107P6C4	TB282	0.00080519915	0.008862913
1-0107P6C4	TCDC11	0.0007202625	0.00998801
1-0107P6C4	W-148	0.00077962875	0.007861316
1-0107P6C4	WBB1007-LQ1975	0.0010485053	0.009394944
1-0107P6C4	WBB1008-SL1975	0.0010589361	0.009117007
1-0107P6C4	WBB1009-SL1875	0.0010630488	0.010957956
1-0107P6C4	WBB1451-04-00887-2	0.0013434887	0.013966024
1-0107P6C4	WBB1452-10-01964-2	0.0006635189	0.00880307
1-0107P6C4	WBB1453-11-00429-1	0.0010716319	0.010851204
1-0107P6C4	WBB1454-IB091-1	0.0010561943	0.018492639
1-0107P6C4	WBB1456-11-00225-4	0.00078845024	0.011037111
1-0107P6C4	WBB1457-IB-036-1	0.0013655424	0.01287359
1-0107P6C4	WBB1458-05-01296-1	0.001455307	0.015785575
1-0107P6C4	WBB1459-E14-22547-1	0.0013498664	0.012897491
1-0107P6C4	WBB1460-E13-13014-2	0.0013633966	0.0115068555
1-0107P6C4	WBB445-ARS7496	0.0007020235	0.01081717
1-0107P6C4	WBB446-ARS7884	0.00072300434	0.0170151
1-0107P6C4	WBB447-G67	0.0014136434	0.0131396055
1-0107P6C4	WBB448-HPV115-08	0.0007159114	0.017056286
1-0107P6C4	WC059	0.0006580353	0.012013674
1-0107P6C4	WC078	0.00065886974	0.0118716955
1-0107P6C4	WMB588	0.00080382824	0.012575388
1-0107P6C4	WMB596	0.00085669756	0.01128
1-0107P6C4	WMB600	0.0006991029	0.0088377595
1-0107P6C4	WMB602	0.0006631613	0.008374691
1-0107P6C4	WMB607	0.00091439486	0.014454126
1-0107P6C4	WMB613	0.0007032752	0.012708664
1-0107P6C4	WMB614	0.0010472536	0.0096001625
1-0107P6C4	WMB615	0.0009043813	0.013502717
1-0107P6C4	WMB621	0.0007362962	0.008945107
1-0107P6C4	ZRB10578980-LR-Asm	0.00068086386	0.010789633
1-0107P6C4	delta-sapM	0.0012192726	0.028601646
1-0107P6C4	mada-1-1-LR-Asm	0.0010417104	0.009252489
1-0107P6C4	mada-1-10-LR-Asm	0.0009855032	0.009231389
1-0107P6C4	mada-1-11-LR-Asm	0.00072681904	0.008976042
1-0107P6C4	mada-1-12-LR-Asm	0.0006534457	0.010102928
1-0107P6C4	mada-1-15-LR-Asm	0.0006393194	0.008163571
1-0107P6C4	mada-1-30-LR-Asm	0.00018274784	0.0037936568
1-0107P6C4	mada-1-32-LR-Asm	0.0006533265	0.007255614
1-0107P6C4	mada-1-36-LR-Asm	0.0009954572	0.008900583
1-0107P6C4	mada-1-38-LR-Asm	0.00062566996	0.0087955
1-0107P6C4	mada-1-39-LR-Asm	0.0010249615	0.00908339
1-0107P6C4	mada-1-40-LR-Asm	0.0009789467	0.010417104
1-0107P6C4	mada-1-41-LR-Asm	0.0007839799	0.0041177273
1-0107P6C4	mada-1-44-LR-Asm	0.0009891987	0.010020137
1-0107P6C4	mada-1-50-LR-Asm	0.00064086914	0.010587871
1-0107P6C4	mada-1-51-LR-Asm	0.00097996	0.00895524
1-0107P6C4	mada-1-53-LR-Asm	0.00061261654	0.011266232
1-0107P6C4	mada-102-LR-Asm	0.00066298246	0.00891602
1-0107P6C4	mada-103-LR-Asm	0.0007202625	0.0068558455
1-0107P6C4	mada-105-LR-Asm	0.0006813407	0.008187711
1-0107P6C4	mada-107-LR-Asm	0.0010583401	0.009490609
1-0107P6C4	mada-112-LR-Asm	0.0007047653	0.0070560575
1-0107P6C4	mada-115-LR-Asm	0.00067049265	0.011167169
1-0107P6C4	mada-117-LR-Asm	0.0010133982	0.011641443
1-0107P6C4	mada-118-LR-Asm	0.0009215474	0.010322094
1-0107P6C4	mada-120-LR-Asm	0.0006992817	0.012595594
1-0107P6C4	mada-122-LR-Asm	0.00096297264	0.009665012
1-0107P6C4	mada-123-LR-Asm	0.000631392	0.013134778
1-0107P6C4	mada-124-LR-Asm	0.0007619858	0.007144749
1-0107P6C4	mada-126-LR-Asm	0.00071674585	0.012531579
1-0107P6C4	mada-128-LR-Asm	0.000680089	0.008982956
1-0107P6C4	mada-129-LR-Asm	0.0006443262	0.008342922
1-0107P6C4	mada-139-LR-Asm	0.00065875053	0.008259058
1-0107P6C4	mada-151-LR-Asm	0.0006337762	0.011066377
1-0107P6C4	mada-2-1-LR-Asm	0.0006058216	0.012715459
1-0107P6C4	mada-2-25-LR-Asm	0.00061893463	0.010679901
1-0107P6C4	mada-2-31-LR-Asm	0.0007916689	0.004099846
1-0107P6C4	mada-2-42-LR-Asm	0.00064879656	0.011183679
1-0107P6C4	mada-2-46-LR-Asm	0.0009725094	0.011829376
1-0107P6C4	mada-2-53-LR-Asm	0.0006210804	0.011065602
1-0107P6C4	strain-01-R1134	0.00072574615	0.0086606145
1-0107P6C4	strain-01-R1430	0.00061792135	0.009220302
1-0107P6C4	strain-02-R0894	0.00052285194	0.01050657
1-0107P6C4	strain-02-R1179	0.00064110756	0.012206852
1-0107P6C4	strain-02-R1708	0.0005556941	0.009125054
1-0107P6C4	strain-02-R1896	0.00075030327	0.0075076222
1-0107P6C4	strain-1	0.00097465515	0.009416163
1-0107P6C4	strain-1-0150P6C4	0.00078976154	0.008359551
1-0107P6C4	strain-1-0165P6C4	0.00070762634	0.0059739947
1-0107P6C4	strain-1-0170P6C4	0.0008522272	0.007941008
1-0107P6C4	strain-15	0.0007830858	0.002934754
1-0107P6C4	strain-17221	0.0007329583	0.012475908
1-0107P6C4	strain-2-0011P6C4	0.00071161985	0.009028673
1-0107P6C4	strain-2-0026P6C4	0.00076293945	0.002946794
1-0107P6C4	strain-2-0111P6C4	0.0007966757	0.0029225945
1-0107P6C4	strain-25421	0.0008403659	0.012840867
1-0107P6C4	strain-3	0.0007480979	0.009754479
1-0107P6C4	strain-3320	0.0007959604	0.013169706
1-0107P6C4	strain-4-0083P6C4	0.00080001354	0.00559932
1-0107P6C4	strain-5521	0.00090295076	0.0121454
1-0107P6C4	strain-6	0.0007728338	0.0029261708
1-0107P6C4	strain-6721	0.0007983446	0.014202118
1-0107P6C4	strain-8	0.00063592196	0.011380494
1-0107P6C4	strain-9	0.0007277727	0.009065032
1-0107P6C4	strain-A16	0.0013632774	0.021690667
1-0107P6C4	strain-AST-T2	0.0007597208	0.0055474043
1-0107P6C4	strain-AST-T3	0.00075769424	0.006621599
1-0107P6C4	strain-AST-T4	0.0006418228	0.00593096
1-0107P6C4	strain-AST-T5	0.0006585717	0.012562275
1-0107P6C4	strain-AST-T6	0.0006649494	0.004652202
1-0107P6C4	strain-AST-T7	0.0007876754	0.007754743
1-0107P6C4	strain-BLR-4299-2019	0.0007419586	0.010662794
1-0107P6C4	strain-CA01	0.00076162815	0.014403045
1-0107P6C4	strain-CA02	0.00081962347	0.013769031
1-0107P6C4	strain-CA03	0.00075644255	0.014184415
1-0107P6C4	strain-CB01	0.00083631277	0.013533175
1-0107P6C4	strain-CB02	0.0008381009	0.013173342
1-0107P6C4	strain-CB03	0.00082594156	0.01319778
1-0107P6C4	strain-CDC1551	0.00062698126	0.008415341
1-0107P6C4	strain-H-19-0007	0.00081568956	0.013337135
1-0107P6C4	strain-H-19-0008	0.0007992983	0.012595475
1-0107P6C4	strain-H-19-0027	0.00085526705	0.012747765
1-0107P6C4	strain-H-20-0022	0.0008686185	0.013421059
1-0107P6C4	strain-H-20-0024	0.0008508563	0.0125079155
1-0107P6C4	strain-H-21-0019	0.000908792	0.013330042
1-0107P6C4	strain-I0003165-3	0.0008313656	0.008335531
1-0107P6C4	strain-I0003270-1	0.0006893873	0.004545927
1-0107P6C4	strain-I0003758-5	0.0007497072	0.004603684
1-0107P6C4	strain-I0004240-3	0.0005915165	0.011747479
1-0107P6C4	strain-I0004290-8	0.00078588724	0.005182147
1-0107P6C4	strain-L	0.00090003014	0.0072692633
1-0107P6C4	strain-LP-0106963-RM1	0.0007208586	0.009393036
1-0107P6C4	strain-LP-0106963-RM2	0.00072681904	0.009285986
1-0107P6C4	strain-LP-0106963-RM3	0.0007182956	0.009466529
1-0107P6C4	strain-LP-0106967-RM5	0.00072938204	0.009252906
1-0107P6C4	strain-LP-0107828-RM1	0.0007250309	0.009298921
1-0107P6C4	strain-LP-0107828-RM5	0.0007250309	0.009298921
1-0107P6C4	strain-LP-0107828-RM6	0.0007250309	0.009298921
1-0107P6C4	strain-LP-0257184-RM3	0.00072425604	0.009319007
1-0107P6C4	strain-LP-0257184-RM4	0.0007250309	0.009258509
1-0107P6C4	strain-LP-0257184-RM5	0.0007260442	0.0093464255
1-0107P6C4	strain-LP-0257184-RM6	0.00072425604	0.009379804
1-0107P6C4	strain-LP-0261867-RM1	0.0007147193	0.009453058
1-0107P6C4	strain-LP-0261867-RM5	0.00071907043	0.009426475
1-0107P6C4	strain-LP-0261867-RM7	0.00072425604	0.009319007
1-0107P6C4	strain-LP-0333226-RM2	0.00071907043	0.009385765
1-0107P6C4	strain-LP-0333226-RM3	0.00071054697	0.009607673
1-0107P6C4	strain-LP-0474076-RM1	0.0007172227	0.009318531
1-0107P6C4	strain-LP-0474076-RM2	0.0007249713	0.009218752
1-0107P6C4	strain-LP-0474076-RM3	0.0007197857	0.00928551
1-0107P6C4	strain-LP-0497747-RM1	0.00072681904	0.009164095
1-0107P6C4	strain-LP-0504061-RM2	0.0007146597	0.009331226
1-0107P6C4	strain-LP-0504069-RM2	0.0007327795	0.009016514
1-0107P6C4	strain-M0003941-3	0.00071275234	0.009448588
1-0107P6C4	strain-M64	0.00079381466	0.017512858
1-0107P6C4	strain-MTB-Oman-321769	0.0013816953	0.012340009
1-0107P6C4	strain-MTBCR170001	0.00093251467	0.010941446
1-0107P6C4	strain-MTBCR170020	0.00086450577	0.011189222
1-0107P6C4	strain-MTBCR170027	0.0008969307	0.010294735
1-0107P6C4	strain-MTBCR170031	0.000977993	0.0114171505
1-0107P6C4	strain-MTBCR170913	0.0010045767	0.013057947
1-0107P6C4	strain-MTBCR170941	0.0009533167	0.0095543265
1-0107P6C4	strain-MTb-Oman-3211198	0.001550436	0.011773884
1-0107P6C4	strain-MTb-Oman-3211379	0.0019217134	0.013759375
1-0107P6C4	strain-MTb-Oman-3211380	0.0018849373	0.012405992
1-0107P6C4	strain-MTb-Oman-3211392	0.0033066869	0.003078103
1-0107P6C4	strain-MTb-Oman-3211453	0.0013564825	0.011162162
1-0107P6C4	strain-MTb-Oman-3211517	0.0019109249	0.013104439
1-0107P6C4	strain-MTb-Oman-3211622	0.0014149547	0.015303314
1-0107P6C4	strain-MTb-Oman-3211956	0.0019894838	0.007137656
1-0107P6C4	strain-MTb-Oman-3212387	0.0015829802	0.01594001
1-0107P6C4	strain-MTb-Oman-3212401	0.0006837249	0.0029419065
1-0107P6C4	strain-MTb-Oman-3212598	0.0020461679	0.006182313
1-0107P6C4	strain-MTb-Oman-321262	0.0021293163	0.010188699
1-0107P6C4	strain-MTb-Oman-3212705	0.0024972558	0.0069108605
1-0107P6C4	strain-MTb-Oman-3212927	0.0014659166	0.0032692552
1-0107P6C4	strain-MTb-Oman-3213034	0.0022422671	0.023497462
1-0107P6C4	strain-MTb-Oman-3213123	0.0027873516	0.030923665
1-0107P6C4	strain-MTb-Oman-3213167	0.0020490885	0.0016055107
1-0107P6C4	strain-MTb-Oman-3213169	0.002380371	0.008637667
1-0107P6C4	strain-MTb-Oman-3213195	0.0019798279	0.008300483
1-0107P6C4	strain-MTb-Oman-3213249	0.001717627	0.011592984
1-0107P6C4	strain-MTb-Oman-3213318	0.0017492771	0.0091692805
1-0107P6C4	strain-MTb-Oman-3213329	0.0010963678	0.012563467
1-0107P6C4	strain-MTb-Oman-3213336	0.0010780692	0.005746782
1-0107P6C4	strain-MTb-Oman-3213343	0.0015227795	0.015192747
1-0107P6C4	strain-MTb-Oman-3213427	0.00093990564	0.025884986
1-0107P6C4	strain-MTb-Oman-3213465	0.00086039305	0.0059552193
1-0107P6C4	strain-MTb-Oman-3213509	0.0017214417	0.013302028
1-0107P6C4	strain-MTb-Oman-3213540	0.0019792318	0.0
1-0107P6C4	strain-MTb-Oman-3213545	0.0024724007	0.01056087
1-0107P6C4	strain-MTb-Oman-3213573	0.0013682842	0.014696062
1-0107P6C4	strain-MTb-Oman-3213645	0.002425909	0.0093048215
1-0107P6C4	strain-MTb-Oman-3213670	0.0018170476	0.01053679
1-0107P6C4	strain-MTb-Oman-3213828	0.0022992492	0.010332227
1-0107P6C4	strain-MTb-Oman-3213831	0.0014842153	0.008179963
1-0107P6C4	strain-MTb-Oman-3213964	0.0011770129	0.0061600804
1-0107P6C4	strain-MTb-Oman-321403	0.0014509559	0.0050652027
1-0107P6C4	strain-MTb-Oman-3214042	0.003305614	0.027662754
1-0107P6C4	strain-MTb-Oman-3214121	0.0015033484	0.005882621
1-0107P6C4	strain-MTb-Oman-3214168	0.0010176897	0.0061661005
1-0107P6C4	strain-MTb-Oman-3214236	0.0013719201	0.018134475
1-0107P6C4	strain-MTb-Oman-3214387	0.001969099	0.011454523
1-0107P6C4	strain-MTb-Oman-3214404	0.0016679764	0.014073372
1-0107P6C4	strain-MTb-Oman-3214504	0.0015023947	0.00740695
1-0107P6C4	strain-MTb-Oman-3214585	0.0018290877	0.012288034
1-0107P6C4	strain-MTb-Oman-3214594	0.0011257529	0.01097399
1-0107P6C4	strain-MTb-Oman-3214642	0.0014754534	0.014688909
1-0107P6C4	strain-MTb-Oman-3214721	0.0011893511	0.018883586
1-0107P6C4	strain-MTb-Oman-3214744	0.0008891821	0.004171312
1-0107P6C4	strain-MTb-Oman-3214760	0.0010893941	0.012884557
1-0107P6C4	strain-MTb-Oman-3214805	0.0015328526	0.015925825
1-0107P6C4	strain-MTb-Oman-3214883	0.0013108253	0.01794988
1-0107P6C4	strain-MTb-Oman-3214927	0.0012688041	0.0094973445
1-0107P6C4	strain-MTb-Oman-321528	0.0020771027	0.012092054
1-0107P6C4	strain-MTb-Oman-3215324	0.0015480518	0.015486419
1-0107P6C4	strain-MTb-Oman-3215574	0.0019369125	0.015361071
1-0107P6C4	strain-MTb-Oman-3215691	0.0011653304	0.0044080615
1-0107P6C4	strain-MTb-Oman-3215873	0.0014423728	0.03251177
1-0107P6C4	strain-MTb-Oman-3216177	0.0016354322	0.017786205
1-0107P6C4	strain-MTb-Oman-3216462	0.0013559461	0.037906528
1-0107P6C4	strain-MTb-Oman-3216574	0.0016508102	0.01528877
1-0107P6C4	strain-MTb-Oman-321856	0.0032696724	0.00923568
1-0107P6C4	strain-MTb-Oman-321857	0.001660943	0.012505293
1-0107P6C4	strain-MTb-Oman-32193	0.0009126663	0.0038745403
1-0107P6C4	strain-MasanXDR-01	0.0011279583	0.010105729
1-0107P6C4	strain-MasanXDR-02	0.0017865896	0.008118749
1-0107P6C4	strain-MasanXDR-03	0.0012943149	0.015307784
1-0107P6C4	strain-MasanXDR-04	0.0016634464	0.013684511
1-0107P6C4	strain-MasanXDR-05	0.0012711287	0.01086092
1-0107P6C4	strain-Mtb-Oman-3213118	0.0016480684	0.011577189
1-0107P6C4	strain-N1015	0.00077843666	0.0072515607
1-0107P6C4	strain-P001-N1377	0.00063866377	0.008566022
1-0107P6C4	strain-P003-N1374	0.00062322617	0.00886637
1-0107P6C4	strain-P006-N1591	0.00063174963	0.008625269
1-0107P6C4	strain-P007-N1108	0.00063866377	0.008566022
1-0107P6C4	strain-P008-N1380	0.00063174963	0.008625269
1-0107P6C4	strain-P010-N1385	0.00062835217	0.00873965
1-0107P6C4	strain-P020-N1386	0.00063174963	0.008625269
1-0107P6C4	strain-P022-N1431	0.00063174963	0.008645594
1-0107P6C4	strain-P028-N1362	0.00063610077	0.008599043
1-0107P6C4	strain-P034-N1426	0.00063169	0.008564591
1-0107P6C4	strain-P042-N1430	0.0006420016	0.008492649
1-0107P6C4	strain-P052-N1429	0.00063687563	0.008579552
1-0107P6C4	strain-P059-N1392	0.00062322617	0.008846045
1-0107P6C4	strain-P066-N1411	0.00062918663	0.008698702
1-0107P6C4	strain-P073-N1394	0.00064116716	0.008492589
1-0107P6C4	strain-P074-N1402	0.00064116716	0.008492589
1-0107P6C4	strain-PSNK363	0.00070512295	0.0045520663
1-0107P6C4	strain-SEA10470P6C4	0.0006374717	0.007717788
1-0107P6C4	strain-SEA17020027P6C4	0.000626564	0.008884847
1-0107P6C4	strain-mc26030	0.00053203106	0.015560448
1-0107P6C4	variant-bovis-BCG-strain-Moreau-PL	0.0012094975	0.030790567
1-0107P6C4	variant-bovis-strain-2023-0113	0.0013301373	0.02054125
1-0107P6C4	variant-bovis-strain-3488	0.001355648	0.02404952
1-0107P6C4	variant-bovis-strain-Mb0486	0.0015147924	0.019099355
1-0107P6C4	variant-bovis-strain-Mb0531	0.0014621019	0.019111753
1-0107P6C4	variant-bovis-strain-Mb0820	0.0014275312	0.019473195
1-0107P6C4	variant-bovis-strain-Mb1101	0.0014672279	0.017082036
1-0107P6C4	variant-bovis-strain-Mb1855	0.0014504194	0.019687235
1-0107P6C4	variant-bovis-strain-Mb2269	0.0013917089	0.019738555
1-0107P6C4	variant-bovis-strain-Mb2377	0.0014073253	0.021065056
1-0107P6C4	variant-bovis-strain-Mb2487	0.0013051033	0.020897329
1-0107P6C4	variant-bovis-strain-Mb3114	0.00142771	0.018209875
1-0107P6C4	variant-bovis-strain-Mb3602	0.0015018582	0.018303454
1-0107P6C4	variant-bovis-strain-OLF-AH-2022-TB-0122	0.0014160872	0.021152318
1-0107P6C4	variant-caprae-strain-SY-1	0.0014192462	0.0207538
1-0110P6C4	1-0112P6C4	2.5987625e-05	0.0016662478
1-0110P6C4	1-0116P6C4	0.00028568506	0.0008119345
1-0110P6C4	1-0123P6C4	0.00042670965	0.0
1-0110P6C4	1-0137P6C4	0.0002872944	0.0005697608
1-0110P6C4	1-0149P6C4	0.0001655221	0.0026332736
1-0110P6C4	1-0153P6C4	0.00027495623	0.0012721419
1-0110P6C4	1-0156P6C4	0.00096184015	0.009642482
1-0110P6C4	1-0160P6C4	0.00094532967	0.0057929754
1-0110P6C4	1-0168P6C4	0.0010334849	0.0058689117
1-0110P6C4	1595	0.0015516877	0.024468303
1-0110P6C4	2-0013P6C4	0.00023508072	0.00092595816
1-0110P6C4	2-0021P6C4	0.0009844303	0.0073048472
1-0110P6C4	2-0022P6C4	0.0010085702	0.0069618225
1-0110P6C4	2-0023P6C4	0.0009973645	0.007137656
1-0110P6C4	2-0028P6C4	0.000977695	0.0075129867
1-0110P6C4	2-0029P6C4	0.0009999871	0.0071436763
1-0110P6C4	2-0031P6C4	0.0002645254	0.00039237738
1-0110P6C4	2-0034P6C4	0.00024467707	0.0022797585
1-0110P6C4	2-0043-unknownP6C4	0.0009307265	0.012430787
1-0110P6C4	2-0046P6C4	0.0010267496	0.006644666
1-0110P6C4	2-0052P6C4	0.00048935413	0.0010641813
1-0110P6C4	2-0059P6C4	0.0008763671	0.007424712
1-0110P6C4	2-0068P6C4	0.00028461218	0.0
1-0110P6C4	2002-0476	0.0014936924	0.025679827
1-0110P6C4	2016-0386	0.0015766621	0.024952412
1-0110P6C4	2018-0565	0.0015690327	0.024327517
1-0110P6C4	3-0059P6C4	0.000992775	0.009475589
1-0110P6C4	3-0090P6C4	0.0011910796	0.017060578
1-0110P6C4	3-0096P6C4	0.0011357665	0.013721406
1-0110P6C4	3-0124P6C4	0.0011565685	0.015158057
1-0110P6C4	3003-06-LR-Asm	0.00026392937	0.0015157461
1-0110P6C4	4-0010P6C4	0.0010223389	0.0066609383
1-0110P6C4	4-0012P6C4	0.0009443164	0.0095335245
1-0110P6C4	4-0019P6C4	0.0010205507	0.006654322
1-0110P6C4	4-0024P6C4	0.0010232329	0.006659806
1-0110P6C4	4-0041P6C4	0.0010327101	0.0064654946
1-0110P6C4	4-0062P6C4	0.00059109926	0.00086790323
1-0110P6C4	4-0073P6C4	0.00095039606	0.008231044
1-0110P6C4	4-0077P6C4	0.000595212	0.00051128864
1-0110P6C4	4549-04-LR-Asm	0.00033903122	0.00070023537
1-0110P6C4	4860	0.0010131598	0.00429821
1-0110P6C4	702-06-LR-Asm	0.00026404858	0.001875937
1-0110P6C4	706-05-LR-Asm	0.00030356646	0.000729084
1-0110P6C4	8129-04-LR-Asm	0.00026118755	0.00046646595
1-0110P6C4	8644-04-LR-Asm	0.000872612	0.013290226
1-0110P6C4	9050-05-LR-Asm	0.00030261278	0.0006004572
1-0110P6C4	942272	0.0015659928	0.014196694
1-0110P6C4	AF2122-97	0.0015627146	0.024366498
1-0110P6C4	ARR1960-LR-Asm	0.0002732277	0.0012741089
1-0110P6C4	ATCC35782	0.0016177297	0.014878929
1-0110P6C4	AUSMDU00018547	0.0012204051	0.012554109
1-0110P6C4	AZE-02-041-LR-Asm	0.00017732382	0.0026606917
1-0110P6C4	AZE-02-042-LR-Asm	0.0010138154	0.004755378
1-0110P6C4	AZE-02-067-LR-Asm	0.00023597479	0.0010352135
1-0110P6C4	BCG-SL222-Sofia	0.0014196634	0.027543604
1-0110P6C4	BLR-31d	0.00030314922	0.0
1-0110P6C4	Beijing-391	0.00050115585	0.0
